experience_id,employee_id,previous_company,previous_role,years_of_experience,industry_background
941,1941,Citra Digital,Junior Accountant,7.6,Manufacturing
942,1942,Harapan Bersama,Brand Associate,11.8,Media
943,1943,University (Graduate),Research Assistant,0.0,Logistics
944,1944,Indo Logistik,Brand Associate,2.0,Media
945,1945,Berkah Niaga,HR Assistant,5.7,Media
946,1946,Inti Mandiri,Associate PM,1.5,Logistics
947,1947,Berkah Niaga,Sales Coordinator,2.8,Logistics
948,1948,TechMandiri,DevOps Engineer,5.7,Banking
949,1949,TechMandiri,CS Specialist,4.8,Manufacturing
950,1950,University (Graduate),Research Assistant,0.0,Retail
951,1951,Gemilang Teknologi,Customer Service Officer,7.3,Retail
952,1952,Karya Inovasi,Content Specialist,13.1,Education
953,1953,Garuda Retail,Associate PM,6.3,Technology
954,1954,Damai Sentosa,Account Executive,5.2,Logistics
955,1955,University (Graduate),Research Assistant,0.0,Logistics
956,1956,Bank Nusantara,UX Researcher,1.3,Consulting
957,1957,Bumi Manufaktur,Junior Data Scientist,1.5,Logistics
958,1958,Fokus Sejahtera,HR Assistant,3.7,Media
959,1959,Sinergi Solusi,DevOps Engineer,12.3,Government
960,1960,Sinergi Solusi,Business Analyst,4.6,Healthcare
961,1961,Eka Pratama,Software Engineer,3.6,Retail
962,1962,TechMandiri,Account Executive,8.9,Manufacturing
963,1963,University (Graduate),Research Assistant,0.1,Logistics
964,1964,Gemilang Teknologi,Brand Associate,1.8,Education
965,1965,University (Graduate),Research Assistant,0.0,Manufacturing
966,1966,TechMandiri,DevOps Engineer,9.7,Government
967,1967,Bank Nusantara,UX Researcher,1.7,Government
968,1968,Anugerah Konsultindo,Associate PM,21.1,Manufacturing
969,1969,Eka Pratama,Junior Data Scientist,2.0,Retail
970,1970,University (Graduate),DevOps Engineer,2.0,Healthcare
971,1971,Andalan Media,Logistics Coordinator,15.2,Retail
972,1972,Inti Mandiri,Sales Executive,2.9,Education
973,1973,Gemilang Teknologi,Treasury Analyst,3.3,Consulting
974,1974,Inti Mandiri,Customer Service Officer,2.9,Government
975,1975,Garuda Retail,Backend Developer,1.3,Logistics
976,1976,Indo Logistik,Research Assistant,5.3,Consulting
977,1977,Anugerah Konsultindo,Logistics Coordinator,5.4,Banking
978,1978,Garuda Retail,BI Developer,7.4,Government
979,1979,Berkah Niaga,Software Engineer,2.3,Education
980,1980,Indo Logistik,Data Analyst,4.5,Banking
981,1981,Jaya Abadi,Associate PM,4.7,Media
982,1982,Gemilang Teknologi,HR Staff,2.7,Media
983,1983,University (Graduate),Research Assistant,0.0,Consulting
984,1984,Bumi Manufaktur,DevOps Engineer,5.0,Media
985,1985,Berkah Niaga,Account Executive,2.7,Healthcare
986,1986,Jaya Abadi,DevOps Engineer,3.7,Consulting
987,1987,Bumi Manufaktur,Sales Executive,1.2,Technology
988,1988,Bank Nusantara,Associate PM,4.7,Manufacturing
989,1989,Bank Nusantara,Backend Developer,6.4,Education
990,1990,Gemilang Teknologi,Content Specialist,0.8,Media
991,1991,Damai Sentosa,HR Assistant,9.5,Banking
992,1992,Damai Sentosa,DevOps Engineer,8.2,Education
993,1993,Sinergi Solusi,BI Developer,2.9,Logistics
994,1994,Anugerah Konsultindo,Sales Executive,0.8,Logistics
995,1995,Bumi Manufaktur,Account Executive,3.0,Media
996,1996,Andalan Media,Software Engineer,3.3,Technology
997,1997,Fokus Sejahtera,Backend Developer,6.5,Manufacturing
998,1998,Jaya Abadi,DevOps Engineer,9.4,Education
999,1999,Bumi Manufaktur,Associate PM,12.5,Retail
1000,2000,Citra Digital,Logistics Coordinator,17.1,Government
